"StationID","Replicate","SampleDate","Latitude","Longitude","SampleDepth","Species","Abundance","Salinity","Stratum","Exclude"
"B18-10100",1,2018-07-25,33.73963,-118.20443,15,"Sabellides manriquei",3,NA,"Ports","No"
"B18-10100",1,2018-07-25,33.73963,-118.20443,15,"Scalibregma californicum",1,NA,"Ports","No"
"B18-10100",1,2018-07-25,33.73963,-118.20443,15,"Scoletoma sp",21,NA,"Ports","Yes"
"B18-10100",1,2018-07-25,33.73963,-118.20443,15,"Scoletoma sp A",6,NA,"Ports","No"
"B18-10100",1,2018-07-25,33.73963,-118.20443,15,"Scoletoma sp B",1,NA,"Ports","No"
"B18-10100",1,2018-07-25,33.73963,-118.20443,15,"Sigambra sp SF1",1,NA,"Ports","No"
"B18-10100",1,2018-07-25,33.73963,-118.20443,15,"Spiochaetopterus costarum Cmplx",2,NA,"Ports","No"
"B18-10100",1,2018-07-25,33.73963,-118.20443,15,"Spiophanes duplex",2,NA,"Ports","No"
"B18-10100",1,2018-07-25,33.73963,-118.20443,15,"Sthenelanella uniformis",1,NA,"Ports","No"
"B18-10100",1,2018-07-25,33.73963,-118.20443,15,"Streblosoma crassibranchia",3,NA,"Ports","No"
"B18-10100",1,2018-07-25,33.73963,-118.20443,15,"Syllis hyperioni",3,NA,"Ports","No"
"B18-10100",1,2018-07-25,33.73963,-118.20443,15,"Tenonia priops",1,NA,"Ports","No"
"B18-10100",1,2018-07-25,33.73963,-118.20443,15,"Ampelisca milleri",1,NA,"Ports","No"
"B18-10100",1,2018-07-25,33.73963,-118.20443,15,"Amphideutopus oculatus",1,NA,"Ports","No"
"B18-10100",1,2018-07-25,33.73963,-118.20443,15,"Bemlos sp",1,NA,"Ports","No"
"B18-10100",1,2018-07-25,33.73963,-118.20443,15,"Caecognathia crenulatifrons",2,NA,"Ports","No"
"B18-10100",1,2018-07-25,33.73963,-118.20443,15,"Gammaropsis thompsoni",1,NA,"Ports","No"
"B18-10100",1,2018-07-25,33.73963,-118.20443,15,"Listriella goleta",4,NA,"Ports","No"
"B18-10100",1,2018-07-25,33.73963,-118.20443,15,"Listriella sp",1,NA,"Ports","Yes"
"B18-10100",1,2018-07-25,33.73963,-118.20443,15,"Pinnotheridae",1,NA,"Ports","No"
"B18-10100",1,2018-07-25,33.73963,-118.20443,15,"Sinocorophium alienense",2,NA,"Ports","No"
"B18-10100",1,2018-07-25,33.73963,-118.20443,15,"Leptosynapta sp",2,NA,"Ports","No"
"B18-10100",1,2018-07-25,33.73963,-118.20443,15,"Amathia distans",NA,NA,"Ports","No"
"B18-10100",1,2018-07-25,33.73963,-118.20443,15,"Anguinella palmata",1,NA,"Ports","No"
"B18-10100",1,2018-07-25,33.73963,-118.20443,15,"Bugula neritina Type D",NA,NA,"Ports","No"
"B18-10100",1,2018-07-25,33.73963,-118.20443,15,"Campanulinidae",NA,NA,"Ports","No"
"B18-10100",1,2018-07-25,33.73963,-118.20443,15,"Ceriantharia",1,NA,"Ports","No"
"B18-10100",1,2018-07-25,33.73963,-118.20443,15,"Enteropneusta",1,NA,"Ports","No"
"B18-10100",1,2018-07-25,33.73963,-118.20443,15,"Hoplonemertea",1,NA,"Ports","No"
"B18-10100",1,2018-07-25,33.73963,-118.20443,15,"Limnactiniidae sp A",1,NA,"Ports","No"
"B18-10100",1,2018-07-25,33.73963,-118.20443,15,"Lineidae",3,NA,"Ports","No"
"B18-10100",1,2018-07-25,33.73963,-118.20443,15,"Phoronis sp",3,NA,"Ports","No"
"B18-10100",1,2018-07-25,33.73963,-118.20443,15,"Tubulanus polymorphus",11,NA,"Ports","No"
"B18-10100",1,2018-07-25,33.73963,-118.20443,15,"Tubulanus sp A",1,NA,"Ports","No"
"B18-10100",1,2018-07-25,33.73963,-118.20443,15,"Tubulipora sp",NA,NA,"Ports","No"
"B18-10100",1,2018-07-25,33.73963,-118.20443,15,"Acteocina harpa",2,NA,"Ports","No"
"B18-10100",1,2018-07-25,33.73963,-118.20443,15,"Compsomyax subdiaphana",2,NA,"Ports","No"
"B18-10100",1,2018-07-25,33.73963,-118.20443,15,"Cylichna diegensis",1,NA,"Ports","No"
"B18-10100",1,2018-07-25,33.73963,-118.20443,15,"Kurtiella mortoni",1,NA,"Ports","No"
"B18-10100",1,2018-07-25,33.73963,-118.20443,15,"Macoma yoldiformis",2,NA,"Ports","No"
"B18-10100",1,2018-07-25,33.73963,-118.20443,15,"Nuculana taphria",1,NA,"Ports","No"
"B18-10100",1,2018-07-25,33.73963,-118.20443,15,"Philine auriformis",1,NA,"Ports","No"
"B18-10100",1,2018-07-25,33.73963,-118.20443,15,"Philine ornatissima",2,NA,"Ports","No"
"B18-10100",1,2018-07-25,33.73963,-118.20443,15,"Rictaxis punctocaelatus",1,NA,"Ports","No"
"B18-10100",1,2018-07-25,33.73963,-118.20443,15,"Tellina cadieni",2,NA,"Ports","No"
"B18-10100",1,2018-07-25,33.73963,-118.20443,15,"Theora lubrica",15,NA,"Ports","No"
"B18-10100",1,2018-07-25,33.73963,-118.20443,15,"Thraciidae",4,NA,"Ports","No"
"B18-10100",1,2018-07-25,33.73963,-118.20443,15,"Thyasira flexuosa",6,NA,"Ports","No"
"B18-10100",1,2018-07-25,33.73963,-118.20443,15,"Volvulella panamica",1,NA,"Ports","No"
"B18-10100",1,2018-07-25,33.73963,-118.20443,15,"Amphiodia sp",2,NA,"Ports","No"
"B18-10101",1,2018-07-25,33.73895,-118.21023,25,"Aglaophamus verrilli",1,NA,"Ports","No"
"B18-10101",1,2018-07-25,33.73895,-118.21023,25,"Amaeana occidentalis",1,NA,"Ports","No"
"B18-10101",1,2018-07-25,33.73895,-118.21023,25,"Amage scutata",1,NA,"Ports","No"
"B18-10101",1,2018-07-25,33.73895,-118.21023,25,"Aphelochaeta monilaris",7,NA,"Ports","No"
"B18-10101",1,2018-07-25,33.73895,-118.21023,25,"Cossura candida",6,NA,"Ports","No"
"B18-10101",1,2018-07-25,33.73895,-118.21023,25,"Cossura sp A",7,NA,"Ports","No"
"B18-10101",1,2018-07-25,33.73895,-118.21023,25,"Dorvillea (Schistomeringos) annulata",1,NA,"Ports","No"
"B18-10101",1,2018-07-25,33.73895,-118.21023,25,"Euclymeninae",2,NA,"Ports","Yes"
"B18-10101",1,2018-07-25,33.73895,-118.21023,25,"Glycera americana",3,NA,"Ports","No"
"B18-10101",1,2018-07-25,33.73895,-118.21023,25,"Kirkegaardia siblina",6,NA,"Ports","No"
"B18-10101",1,2018-07-25,33.73895,-118.21023,25,"Laonice cirrata",9,NA,"Ports","No"
"B18-10101",1,2018-07-25,33.73895,-118.21023,25,"Leitoscoloplos pugettensis",1,NA,"Ports","No"
"B18-10101",1,2018-07-25,33.73895,-118.21023,25,"Lumbrineris japonica",1,NA,"Ports","No"
"B18-10101",1,2018-07-25,33.73895,-118.21023,25,"Magelona sp B",1,NA,"Ports","No"
"B18-10101",1,2018-07-25,33.73895,-118.21023,25,"Marphysa disjuncta",3,NA,"Ports","No"
"B18-10101",1,2018-07-25,33.73895,-118.21023,25,"Mediomastus sp",8,NA,"Ports","No"
"B18-10101",1,2018-07-25,33.73895,-118.21023,25,"Metasychis disparidentatus",2,NA,"Ports","No"
"B18-10101",1,2018-07-25,33.73895,-118.21023,25,"Ninoe tridentata",1,NA,"Ports","No"
"B18-10101",1,2018-07-25,33.73895,-118.21023,25,"Notomastus hemipodus",2,NA,"Ports","No"
"B18-10101",1,2018-07-25,33.73895,-118.21023,25,"Petaloclymene pacifica",3,NA,"Ports","No"
"B18-10101",1,2018-07-25,33.73895,-118.21023,25,"Poecilochaetus martini",20,NA,"Ports","No"
"B18-10101",1,2018-07-25,33.73895,-118.21023,25,"Polycirrus sp",1,NA,"Ports","No"
"B18-10101",1,2018-07-25,33.73895,-118.21023,25,"Polyodontes sp LH1",1,NA,"Ports","No"
"B18-10101",1,2018-07-25,33.73895,-118.21023,25,"Scoletoma sp",6,NA,"Ports","Yes"
"B18-10101",1,2018-07-25,33.73895,-118.21023,25,"Scoletoma sp A",1,NA,"Ports","No"
"B18-10101",1,2018-07-25,33.73895,-118.21023,25,"Scoletoma sp B",1,NA,"Ports","No"
"B18-10101",1,2018-07-25,33.73895,-118.21023,25,"Sigambra sp SF1",1,NA,"Ports","No"
"B18-10101",1,2018-07-25,33.73895,-118.21023,25,"Sphaerosyllis sp",1,NA,"Ports","No"
"B18-10101",1,2018-07-25,33.73895,-118.21023,25,"Spiophanes duplex",1,NA,"Ports","No"
"B18-10101",1,2018-07-25,33.73895,-118.21023,25,"Ampelisca cristata microdentata",1,NA,"Ports","No"
"B18-10101",1,2018-07-25,33.73895,-118.21023,25,"Pinnixa franciscana",5,NA,"Ports","No"
"B18-10101",1,2018-07-25,33.73895,-118.21023,25,"Edwardsia juliae",1,NA,"Ports","No"
"B18-10101",1,2018-07-25,33.73895,-118.21023,25,"Lineidae",1,NA,"Ports","No"
"B18-10101",1,2018-07-25,33.73895,-118.21023,25,"Palaeonemertea",1,NA,"Ports","Yes"
"B18-10101",1,2018-07-25,33.73895,-118.21023,25,"Phoronis sp",3,NA,"Ports","No"
"B18-10101",1,2018-07-25,33.73895,-118.21023,25,"Tubulanus polymorphus",2,NA,"Ports","No"
"B18-10101",1,2018-07-25,33.73895,-118.21023,25,"Caryocorbula luteola",1,NA,"Ports","No"
"B18-10101",1,2018-07-25,33.73895,-118.21023,25,"Compsomyax subdiaphana",1,NA,"Ports","No"
"B18-10101",1,2018-07-25,33.73895,-118.21023,25,"Cymatioa electilis",1,NA,"Ports","No"
"B18-10101",1,2018-07-25,33.73895,-118.21023,25,"Nuculana taphria",1,NA,"Ports","No"
"B18-10101",1,2018-07-25,33.73895,-118.21023,25,"Periploma discus",1,NA,"Ports","No"
"B18-10101",1,2018-07-25,33.73895,-118.21023,25,"Theora lubrica",1,NA,"Ports","No"
"B18-10101",1,2018-07-25,33.73895,-118.21023,25,"Thyasira flexuosa",3,NA,"Ports","No"
"B18-10101",1,2018-07-25,33.73895,-118.21023,25,"Vitrinella oldroydi",17,NA,"Ports","No"
"B18-10101",1,2018-07-25,33.73895,-118.21023,25,"Volvulella panamica",4,NA,"Ports","No"
"B18-10101",1,2018-07-25,33.73895,-118.21023,25,"Amphiodia sp",5,NA,"Ports","Yes"
"B18-10101",1,2018-07-25,33.73895,-118.21023,25,"Amphiodia urtica",5,NA,"Ports","No"
"B18-10107",1,2018-07-26,33.729,-118.2336,10,"Amaeana occidentalis",1,NA,"Ports","No"
"B18-10107",1,2018-07-26,33.729,-118.2336,10,"Amphicteis scaphobranchiata",1,NA,"Ports","No"
"B18-10107",1,2018-07-26,33.729,-118.2336,10,"Chaetozone corona",6,NA,"Ports","No"
"B18-10107",1,2018-07-26,33.729,-118.2336,10,"Cossura candida",7,NA,"Ports","No"
"B18-10107",1,2018-07-26,33.729,-118.2336,10,"Cossura sp A",6,NA,"Ports","No"
"B18-10107",1,2018-07-26,33.729,-118.2336,10,"Euclymeninae",1,NA,"Ports","Yes"
"B18-10107",1,2018-07-26,33.729,-118.2336,10,"Glycera americana",1,NA,"Ports","No"
"B18-10107",1,2018-07-26,33.729,-118.2336,10,"Kirkegaardia siblina",6,NA,"Ports","No"
"B18-10107",1,2018-07-26,33.729,-118.2336,10,"Laonice cirrata",5,NA,"Ports","No"
"B18-10107",1,2018-07-26,33.729,-118.2336,10,"Marphysa disjuncta",5,NA,"Ports","No"
"B18-10107",1,2018-07-26,33.729,-118.2336,10,"Mediomastus sp",1,NA,"Ports","No"
"B18-10107",1,2018-07-26,33.729,-118.2336,10,"Metasychis disparidentatus",2,NA,"Ports","No"
"B18-10107",1,2018-07-26,33.729,-118.2336,10,"Paraprionospio alata",4,NA,"Ports","No"
"B18-10107",1,2018-07-26,33.729,-118.2336,10,"Petaloclymene pacifica",4,NA,"Ports","No"
"B18-10107",1,2018-07-26,33.729,-118.2336,10,"Poecilochaetus martini",3,NA,"Ports","No"
"B18-10107",1,2018-07-26,33.729,-118.2336,10,"Scoletoma sp",14,NA,"Ports","Yes"
"B18-10107",1,2018-07-26,33.729,-118.2336,10,"Scoletoma sp A",3,NA,"Ports","No"
"B18-10107",1,2018-07-26,33.729,-118.2336,10,"Scoletoma sp B",6,NA,"Ports","No"
"B18-10107",1,2018-07-26,33.729,-118.2336,10,"Scoletoma tetraura Cmplx",1,NA,"Ports","No"
"B18-10107",1,2018-07-26,33.729,-118.2336,10,"Spiochaetopterus costarum Cmplx",1,NA,"Ports","No"
"B18-10107",1,2018-07-26,33.729,-118.2336,10,"Spiophanes berkeleyorum",1,NA,"Ports","No"
"B18-10107",1,2018-07-26,33.729,-118.2336,10,"Spiophanes sp",1,NA,"Ports","Yes"
"B18-10107",1,2018-07-26,33.729,-118.2336,10,"Streblosoma sp B",1,NA,"Ports","No"
"B18-10107",1,2018-07-26,33.729,-118.2336,10,"Ampelisca brevisimulata",1,NA,"Ports","No"
"B18-10107",1,2018-07-26,33.729,-118.2336,10,"Ampelisca cristata microdentata",5,NA,"Ports","No"
"B18-10107",1,2018-07-26,33.729,-118.2336,10,"Amphideutopus oculatus",18,NA,"Ports","No"
"B18-10107",1,2018-07-26,33.729,-118.2336,10,"Listriella goleta",2,NA,"Ports","No"
"B18-10107",1,2018-07-26,33.729,-118.2336,10,"Mysidae",1,NA,"Ports","No"
"B18-10107",1,2018-07-26,33.729,-118.2336,10,"Oxyurostylis pacifica",11,NA,"Ports","No"
"B18-10107",1,2018-07-26,33.729,-118.2336,10,"Pinnixa franciscana",2,NA,"Ports","No"
"B18-10107",1,2018-07-26,33.729,-118.2336,10,"Sinocorophium heteroceratum",1,NA,"Ports","No"
"B18-10107",1,2018-07-26,33.729,-118.2336,10,"Lineidae",1,NA,"Ports","Yes"
"B18-10107",1,2018-07-26,33.729,-118.2336,10,"Phoronis sp",3,NA,"Ports","No"
"B18-10107",1,2018-07-26,33.729,-118.2336,10,"Schizocardium sp",1,NA,"Ports","No"
"B18-10107",1,2018-07-26,33.729,-118.2336,10,"Stylatula sp A",3,NA,"Ports","No"
"B18-10107",1,2018-07-26,33.729,-118.2336,10,"Tubulanus polymorphus",3,NA,"Ports","No"
"B18-10107",1,2018-07-26,33.729,-118.2336,10,"Tubulanus sp A",1,NA,"Ports","No"
"B18-10107",1,2018-07-26,33.729,-118.2336,10,"Virgularia californica",2,NA,"Ports","No"
"B18-10107",1,2018-07-26,33.729,-118.2336,10,"Zygeupolia rubens",1,NA,"Ports","No"
"B18-10107",1,2018-07-26,33.729,-118.2336,10,"Bivalvia",4,NA,"Ports","Yes"
"B18-10107",1,2018-07-26,33.729,-118.2336,10,"Mactrotoma californica",1,NA,"Ports","No"
"B18-10107",1,2018-07-26,33.729,-118.2336,10,"Nuculana taphria",4,NA,"Ports","No"
"B18-10107",1,2018-07-26,33.729,-118.2336,10,"Periploma discus",1,NA,"Ports","No"
"B18-10107",1,2018-07-26,33.729,-118.2336,10,"Philine auriformis",5,NA,"Ports","No"
"B18-10107",1,2018-07-26,33.729,-118.2336,10,"Philine ornatissima",2,NA,"Ports","No"
"B18-10107",1,2018-07-26,33.729,-118.2336,10,"Theora lubrica",3,NA,"Ports","No"
"B18-10107",1,2018-07-26,33.729,-118.2336,10,"Thyasira flexuosa",1,NA,"Ports","No"
"B18-10107",1,2018-07-26,33.729,-118.2336,10,"Volvulella panamica",1,NA,"Ports","No"
"B18-10109",1,2018-08-14,33.71977,-118.23172,13,"Amaeana occidentalis",1,NA,"Ports","No"
"B18-10109",1,2018-08-14,33.71977,-118.23172,13,"Amage scutata",4,NA,"Ports","No"
"B18-10109",1,2018-08-14,33.71977,-118.23172,13,"Amphicteis scaphobranchiata",1,NA,"Ports","No"
"B18-10109",1,2018-08-14,33.71977,-118.23172,13,"Chaetozone corona",2,NA,"Ports","No"
"B18-10109",1,2018-08-14,33.71977,-118.23172,13,"Cossura candida",4,NA,"Ports","No"
"B18-10109",1,2018-08-14,33.71977,-118.23172,13,"Cossura sp A",7,NA,"Ports","No"
"B18-10109",1,2018-08-14,33.71977,-118.23172,13,"Diopatra tridentata",1,NA,"Ports","No"
"B18-10109",1,2018-08-14,33.71977,-118.23172,13,"Euclymeninae",1,NA,"Ports","Yes"
"B18-10109",1,2018-08-14,33.71977,-118.23172,13,"Kirkegaardia siblina",1,NA,"Ports","No"
"B18-10109",1,2018-08-14,33.71977,-118.23172,13,"Laonice cirrata",4,NA,"Ports","No"
"B18-10109",1,2018-08-14,33.71977,-118.23172,13,"Magelona berkeleyi",2,NA,"Ports","No"
"B18-10109",1,2018-08-14,33.71977,-118.23172,13,"Mediomastus sp",6,NA,"Ports","No"
"B18-10109",1,2018-08-14,33.71977,-118.23172,13,"Paradialychone paramollis",1,NA,"Ports","No"
"B18-10109",1,2018-08-14,33.71977,-118.23172,13,"Paraprionospio alata",1,NA,"Ports","No"
"B18-10109",1,2018-08-14,33.71977,-118.23172,13,"Petaloclymene pacifica",1,NA,"Ports","No"
"B18-10109",1,2018-08-14,33.71977,-118.23172,13,"Pista brevibranchiata",2,NA,"Ports","No"
"B18-10109",1,2018-08-14,33.71977,-118.23172,13,"Pista wui",1,NA,"Ports","No"
"B18-10109",1,2018-08-14,33.71977,-118.23172,13,"Poecilochaetus martini",7,NA,"Ports","No"
"B18-10109",1,2018-08-14,33.71977,-118.23172,13,"Praxillella pacifica",1,NA,"Ports","No"
"B18-10109",1,2018-08-14,33.71977,-118.23172,13,"Prionospio jubata",1,NA,"Ports","No"
"B18-10109",1,2018-08-14,33.71977,-118.23172,13,"Prionospio lighti",1,NA,"Ports","No"
"B18-10109",1,2018-08-14,33.71977,-118.23172,13,"Scoletoma sp",8,NA,"Ports","Yes"
"B18-10109",1,2018-08-14,33.71977,-118.23172,13,"Scoletoma sp A",3,NA,"Ports","No"
"B18-10109",1,2018-08-14,33.71977,-118.23172,13,"Scoletoma sp B",1,NA,"Ports","No"
"B18-10109",1,2018-08-14,33.71977,-118.23172,13,"Sigambra sp DC1",1,NA,"Ports","No"
"B18-10109",1,2018-08-14,33.71977,-118.23172,13,"Sigambra sp SF1",1,NA,"Ports","No"
"B18-10109",1,2018-08-14,33.71977,-118.23172,13,"Ampelisca brachycladus",15,NA,"Ports","No"
"B18-10109",1,2018-08-14,33.71977,-118.23172,13,"Ampelisca brevisimulata",1,NA,"Ports","No"
"B18-10109",1,2018-08-14,33.71977,-118.23172,13,"Ampelisca cristata microdentata",6,NA,"Ports","No"
"B18-10109",1,2018-08-14,33.71977,-118.23172,13,"Amphideutopus oculatus",2,NA,"Ports","No"
"B18-10109",1,2018-08-14,33.71977,-118.23172,13,"Listriella goleta",4,NA,"Ports","No"
"B18-10109",1,2018-08-14,33.71977,-118.23172,13,"Mysidae",1,NA,"Ports","No"
"B18-10109",1,2018-08-14,33.71977,-118.23172,13,"Neotrypaea sp",1,NA,"Ports","No"
"B18-10109",1,2018-08-14,33.71977,-118.23172,13,"Oxyurostylis pacifica",1,NA,"Ports","No"
"B18-10109",1,2018-08-14,33.71977,-118.23172,13,"Pinnixa franciscana",4,NA,"Ports","No"
"B18-10109",1,2018-08-14,33.71977,-118.23172,13,"Scleroplax granulata",4,NA,"Ports","No"
"B18-10109",1,2018-08-14,33.71977,-118.23172,13,"Sinocorophium heteroceratum",3,NA,"Ports","No"
"B18-10109",1,2018-08-14,33.71977,-118.23172,13,"Amathia gracilis",NA,NA,"Ports","No"
"B18-10109",1,2018-08-14,33.71977,-118.23172,13,"Campanulariidae",3,NA,"Ports","No"
"B18-10109",1,2018-08-14,33.71977,-118.23172,13,"Cerebratulus marginatus",1,NA,"Ports","No"
"B18-10109",1,2018-08-14,33.71977,-118.23172,13,"Dictyoceratida",NA,NA,"Ports","No"
"B18-10109",1,2018-08-14,33.71977,-118.23172,13,"Heteronemertea",1,NA,"Ports","Yes"
"B18-10109",1,2018-08-14,33.71977,-118.23172,13,"Phoronis sp",2,NA,"Ports","No"
"B18-10109",1,2018-08-14,33.71977,-118.23172,13,"Phoronis sp SD1",1,NA,"Ports","No"
"B18-10109",1,2018-08-14,33.71977,-118.23172,13,"Tubulanus polymorphus",3,NA,"Ports","No"
"B18-10109",1,2018-08-14,33.71977,-118.23172,13,"Kurtiella coani",1,NA,"Ports","No"
"B18-10109",1,2018-08-14,33.71977,-118.23172,13,"Mactrotoma californica",1,NA,"Ports","No"
"B18-10109",1,2018-08-14,33.71977,-118.23172,13,"Periploma discus",1,NA,"Ports","No"
"B18-10109",1,2018-08-14,33.71977,-118.23172,13,"Philine auriformis",2,NA,"Ports","No"
"B18-10109",1,2018-08-14,33.71977,-118.23172,13,"Raeta undulata",1,NA,"Ports","No"
"B18-10109",1,2018-08-14,33.71977,-118.23172,13,"Tellina cadieni",3,NA,"Ports","No"
"B18-10109",1,2018-08-14,33.71977,-118.23172,13,"Theora lubrica",2,NA,"Ports","No"
"B18-10109",1,2018-08-14,33.71977,-118.23172,13,"Thyasira flexuosa",1,NA,"Ports","No"
"B18-10109",1,2018-08-14,33.71977,-118.23172,13,"Volvulella panamica",2,NA,"Ports","No"
"B18-10109",1,2018-08-14,33.71977,-118.23172,13,"Amphiodia sp",1,NA,"Ports","Yes"
"B18-10109",1,2018-08-14,33.71977,-118.23172,13,"Amphiodia urtica",7,NA,"Ports","No"
"B18-10411",1,2018-07-26,33.73635,-118.21692,12,"Amage scutata",1,NA,"Bays","No"
"B18-10411",1,2018-07-26,33.73635,-118.21692,12,"Ampharete labrops",9,NA,"Bays","No"
"B18-10411",1,2018-07-26,33.73635,-118.21692,12,"Ampharetinae",1,NA,"Bays","Yes"
"B18-10411",1,2018-07-26,33.73635,-118.21692,12,"Amphicteis scaphobranchiata",1,NA,"Bays","No"
"B18-10411",1,2018-07-26,33.73635,-118.21692,12,"Aphelochaeta glandaria Cmplx",1,NA,"Bays","No"
"B18-10411",1,2018-07-26,33.73635,-118.21692,12,"Aphelochaeta petersenae",3,NA,"Bays","No"
"B18-10411",1,2018-07-26,33.73635,-118.21692,12,"Aphelochaeta sp",1,NA,"Bays","Yes"
"B18-10411",1,2018-07-26,33.73635,-118.21692,12,"Aricidea (Acmira) catherinae",1,NA,"Bays","No"
"B18-10411",1,2018-07-26,33.73635,-118.21692,12,"Aricidea sp",1,NA,"Bays","Yes"
"B18-10411",1,2018-07-26,33.73635,-118.21692,12,"Autolytinae",2,NA,"Bays","No"
"B18-10411",1,2018-07-26,33.73635,-118.21692,12,"Chaetozone corona",15,NA,"Bays","No"
"B18-10411",1,2018-07-26,33.73635,-118.21692,12,"Cossura candida",2,NA,"Bays","No"
"B18-10411",1,2018-07-26,33.73635,-118.21692,12,"Cossura sp A",93,NA,"Bays","No"
"B18-10411",1,2018-07-26,33.73635,-118.21692,12,"Dialychone veleronis",1,NA,"Bays","No"
"B18-10411",1,2018-07-26,33.73635,-118.21692,12,"Diopatra tridentata",1,NA,"Bays","No"
"B18-10411",1,2018-07-26,33.73635,-118.21692,12,"Dipolydora sp",2,NA,"Bays","No"
"B18-10411",1,2018-07-26,33.73635,-118.21692,12,"Drilonereis sp",2,NA,"Bays","No"
"B18-10411",1,2018-07-26,33.73635,-118.21692,12,"Euchone limnicola",2,NA,"Bays","No"
"B18-10411",1,2018-07-26,33.73635,-118.21692,12,"Euclymeninae",12,NA,"Bays","Yes"
"B18-10411",1,2018-07-26,33.73635,-118.21692,12,"Euclymeninae sp A",1,NA,"Bays","No"
"B18-10411",1,2018-07-26,33.73635,-118.21692,12,"Eunicidae",1,NA,"Bays","Yes"
"B18-10411",1,2018-07-26,33.73635,-118.21692,12,"Glycera americana",2,NA,"Bays","No"
"B18-10411",1,2018-07-26,33.73635,-118.21692,12,"Goniada maculata",1,NA,"Bays","No"
"B18-10411",1,2018-07-26,33.73635,-118.21692,12,"Kirkegaardia cryptica",2,NA,"Bays","No"
"B18-10411",1,2018-07-26,33.73635,-118.21692,12,"Kirkegaardia siblina",72,NA,"Bays","No"
"B18-10411",1,2018-07-26,33.73635,-118.21692,12,"Laonice cirrata",4,NA,"Bays","No"
"B18-10411",1,2018-07-26,33.73635,-118.21692,12,"Leitoscoloplos pugettensis",2,NA,"Bays","No"
"B18-10411",1,2018-07-26,33.73635,-118.21692,12,"Levinsenia gracilis",2,NA,"Bays","No"
"B18-10411",1,2018-07-26,33.73635,-118.21692,12,"Malmgreniella macginitiei",1,NA,"Bays","No"
"B18-10411",1,2018-07-26,33.73635,-118.21692,12,"Marphysa disjuncta",18,NA,"Bays","No"
"B18-10411",1,2018-07-26,33.73635,-118.21692,12,"Mediomastus sp",15,NA,"Bays","No"
"B18-10411",1,2018-07-26,33.73635,-118.21692,12,"Metasychis disparidentatus",1,NA,"Bays","No"
"B18-10411",1,2018-07-26,33.73635,-118.21692,12,"Microspio pigmentata",9,NA,"Bays","No"
"B18-10411",1,2018-07-26,33.73635,-118.21692,12,"Nephtys caecoides",1,NA,"Bays","No"
"B18-10411",1,2018-07-26,33.73635,-118.21692,12,"Nereis sp A",5,NA,"Bays","No"
"B18-10411",1,2018-07-26,33.73635,-118.21692,12,"Notomastus hemipodus",2,NA,"Bays","No"
"B18-10411",1,2018-07-26,33.73635,-118.21692,12,"Paradialychone paramollis",7,NA,"Bays","No"
"B18-10411",1,2018-07-26,33.73635,-118.21692,12,"Paraprionospio alata",5,NA,"Bays","No"
"B18-10411",1,2018-07-26,33.73635,-118.21692,12,"Petaloclymene pacifica",17,NA,"Bays","No"
"B18-10411",1,2018-07-26,33.73635,-118.21692,12,"Pista brevibranchiata",2,NA,"Bays","No"
"B18-10411",1,2018-07-26,33.73635,-118.21692,12,"Pista wui",3,NA,"Bays","No"
"B18-10411",1,2018-07-26,33.73635,-118.21692,12,"Poecilochaetus martini",1,NA,"Bays","No"
"B18-10411",1,2018-07-26,33.73635,-118.21692,12,"Praxillella pacifica",3,NA,"Bays","No"
"B18-10411",1,2018-07-26,33.73635,-118.21692,12,"Prionospio jubata",1,NA,"Bays","No"
"B18-10411",1,2018-07-26,33.73635,-118.21692,12,"Prionospio lighti",2,NA,"Bays","No"
"B18-10411",1,2018-07-26,33.73635,-118.21692,12,"Prionospio pygmaeus",5,NA,"Bays","No"
"B18-10411",1,2018-07-26,33.73635,-118.21692,12,"Scoletoma sp",4,NA,"Bays","Yes"
"B18-10411",1,2018-07-26,33.73635,-118.21692,12,"Scoletoma sp A",2,NA,"Bays","No"
"B18-10411",1,2018-07-26,33.73635,-118.21692,12,"Scoletoma sp B",3,NA,"Bays","No"
"B18-10411",1,2018-07-26,33.73635,-118.21692,12,"Scoloplos sp LA3",2,NA,"Bays","No"
"B18-10411",1,2018-07-26,33.73635,-118.21692,12,"Spiophanes berkeleyorum",1,NA,"Bays","No"
"B18-10411",1,2018-07-26,33.73635,-118.21692,12,"Spiophanes duplex",5,NA,"Bays","No"
"B18-10411",1,2018-07-26,33.73635,-118.21692,12,"Streblosoma sp B",3,NA,"Bays","No"
"B18-10411",1,2018-07-26,33.73635,-118.21692,12,"Terebellidae",1,NA,"Bays","Yes"
"B18-10411",1,2018-07-26,33.73635,-118.21692,12,"Acanthomysis californica",2,NA,"Bays","No"
"B18-10411",1,2018-07-26,33.73635,-118.21692,12,"Ampelisca brachycladus",1,NA,"Bays","No"
"B18-10411",1,2018-07-26,33.73635,-118.21692,12,"Ampelisca cristata microdentata",10,NA,"Bays","No"
"B18-10411",1,2018-07-26,33.73635,-118.21692,12,"Amphideutopus oculatus",40,NA,"Bays","No"
"B18-10411",1,2018-07-26,33.73635,-118.21692,12,"Copepoda",1,NA,"Bays","Yes"
"B18-10411",1,2018-07-26,33.73635,-118.21692,12,"Euphilomedes carcharodonta",3,NA,"Bays","No"
"B18-10411",1,2018-07-26,33.73635,-118.21692,12,"Heteromysis odontops",1,NA,"Bays","No"
